customer_id,age,gender,senior_citizen,has_partner,has_dependents,tenure_months,contract_type,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,monthly_charges,total_charges,data_usage_gb,num_tech_tickets,num_admin_tickets,satisfaction_score,churn
CUST001294,53,Female,0,1,1,4,One Year,1,Yes,DSL,No,No,Yes,No,Yes,No,0,Electronic Check,65.99,271.04,10.03,0,0,2.1,0
CUST001295,43,Male,0,1,1,34,Two Year,1,Yes,Fiber Optic,No,Yes,No,No,No,Yes,1,Mailed Check,96.45,,35.6,3,4,2.0,1
CUST001296,40,Male,0,0,0,5,One Year,1,Yes,Fiber Optic,No,No,No,Yes,Yes,No,1,Electronic Check,90.84,453.29,51.63,2,0,2.9,1
CUST001297,54,Female,0,0,1,21,One Year,1,No,Fiber Optic,Yes,No,No,Yes,No,No,0,Electronic Check,73.28,1584.07,16.33,0,1,3.9,1
CUST001298,37,Female,0,1,0,72,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,27.85,1971.94,0.0,2,0,1.7,0
CUST001299,45,Female,0,0,0,17,Month-to-Month,1,Yes,DSL,No,Yes,No,No,Yes,Yes,1,Credit Card,69.14,1165.96,12.3,1,0,3.7,0
CUST001300,46,Female,0,1,0,15,Month-to-Month,1,No,Fiber Optic,Yes,No,No,Yes,No,Yes,0,Bank Transfer,91.67,1400.05,7.19,1,3,3.0,0
CUST001301,32,Male,0,1,0,6,Month-to-Month,1,No,Fiber Optic,Yes,No,No,No,No,No,0,Electronic Check,76.99,442.32,92.93,3,1,2.9,0
CUST001302,55,Female,0,0,0,42,One Year,1,Yes,DSL,No,No,No,No,Yes,No,1,Credit Card,55.93,2344.88,26.93,1,2,3.1,0
CUST001303,39,Male,0,0,1,10,Month-to-Month,1,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,1,Bank Transfer,112.64,1133.86,86.01,1,0,3.5,0
CUST001304,31,Female,0,1,0,72,One Year,1,No,DSL,Yes,No,Yes,No,Yes,No,1,Bank Transfer,70.62,5051.05,38.24,1,0,1.8,0
CUST001305,49,Female,0,0,0,5,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,41.02,237.46,0.0,3,2,3.1,1
CUST001306,29,Male,0,1,1,1,One Year,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,1,Electronic Check,74.57,106.27,6.16,2,0,3.7,0
CUST001307,42,Male,0,0,0,23,Month-to-Month,0,No Phone,DSL,No,No,Yes,No,Yes,Yes,1,Electronic Check,47.45,1063.9,2.46,2,0,1.4,0
CUST001308,41,Female,0,0,0,2,Month-to-Month,1,No,Fiber Optic,Yes,No,No,Yes,No,Yes,0,Electronic Check,77.88,169.56,34.95,2,0,3.0,0
CUST001309,57,Male,0,1,0,13,Month-to-Month,1,Yes,DSL,Yes,Yes,No,No,No,No,0,Bank Transfer,67.26,887.2,2.56,1,1,3.1,0
CUST001310,48,Female,0,0,1,18,Month-to-Month,1,No,Fiber Optic,Yes,No,Yes,No,No,No,0,Electronic Check,80.49,1448.39,35.96,1,1,1.8,1
CUST001311,41,Female,0,0,0,8,Month-to-Month,1,Yes,Fiber Optic,No,No,Yes,No,No,Yes,1,Credit Card,89.38,695.92,3.8,3,1,1.0,1
CUST001312,53,Male,0,0,1,72,Two Year,1,No,Fiber Optic,No,Yes,No,Yes,No,No,1,Mailed Check,68.85,4957.2,41.69,2,1,4.1,0
CUST001313,61,Male,1,1,0,12,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,23.83,292.42,0.0,0,0,3.3,0
CUST001314,49,Male,0,1,0,4,Two Year,1,Yes,DSL,No,No,Yes,Yes,No,No,0,Mailed Check,71.72,290.95,17.84,2,0,4.5,0
CUST001315,42,Female,0,0,0,1,Two Year,0,No Phone,Fiber Optic,No,No,No,Yes,Yes,Yes,1,Bank Transfer,72.1,72.1,39.82,1,0,5.0,0
CUST001316,23,Male,0,1,1,11,Month-to-Month,1,Yes,DSL,No,Yes,No,Yes,Yes,No,1,Credit Card,64.48,698.15,51.12,5,0,2.8,1
CUST001317,27,Male,0,0,0,51,Two Year,1,No,Fiber Optic,No,Yes,No,No,No,No,0,Mailed Check,77.06,3954.17,20.0,1,0,2.4,0
CUST001318,37,Female,0,0,1,8,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,45.43,376.36,0.0,2,2,2.7,0
CUST001319,33,Male,0,1,1,27,Two Year,0,No Phone,Fiber Optic,Yes,No,No,No,No,Yes,1,Mailed Check,65.33,1759.38,12.13,4,0,2.2,0
CUST001320,39,Male,0,1,0,72,Two Year,0,No Phone,Fiber Optic,No,No,Yes,No,Yes,No,1,Bank Transfer,71.89,5152.03,2.01,1,0,3.5,0
CUST001321,42,Male,0,0,0,12,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,0,Mailed Check,99.72,1220.4,4.81,1,0,1.4,1
CUST001322,49,Male,0,0,0,28,One Year,1,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,1,Bank Transfer,98.16,2743.4,15.04,2,1,2.3,0
CUST001323,41,Female,0,0,0,27,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,33.24,927.47,0.0,1,1,4.2,0
CUST001324,48,Male,0,1,0,27,Two Year,1,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,0,Credit Card,81.47,2192.46,141.02,0,1,3.7,0
CUST001325,42,Female,0,0,0,72,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,No,No,No,0,Electronic Check,90.17,6492.24,4.32,1,1,3.1,0
CUST001326,18,Female,0,0,0,46,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,36.73,1679.25,0.0,2,0,3.5,0
CUST001327,28,Male,0,0,0,1,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,27.22,27.22,0.0,1,0,3.6,0
CUST001328,39,Female,0,0,0,1,Month-to-Month,1,Yes,DSL,Yes,Yes,No,No,No,No,0,Bank Transfer,61.13,74.78,68.3,0,3,3.9,0
CUST001329,25,Male,0,1,0,1,Month-to-Month,1,No,Fiber Optic,No,No,No,No,Yes,No,1,Electronic Check,84.85,92.24,33.15,1,0,2.3,1
CUST001330,50,Female,0,0,0,13,One Year,1,No,DSL,No,No,No,No,Yes,No,0,Credit Card,54.93,710.03,30.24,0,3,4.8,0
CUST001331,63,Male,1,1,0,17,Month-to-Month,1,Yes,DSL,No,No,Yes,No,No,No,1,Electronic Check,66.29,1124.45,2.93,2,3,3.2,1
CUST001332,59,Female,0,0,0,49,Month-to-Month,1,Yes,DSL,Yes,No,Yes,No,Yes,No,1,Mailed Check,75.85,3717.61,16.01,0,1,4.3,0
CUST001333,39,Female,0,0,1,30,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,No,Yes,No,0,Electronic Check,76.87,2296.45,82.85,1,1,4.0,1
CUST001334,62,Female,1,0,0,72,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,29.08,2071.43,0.0,1,1,3.8,0
CUST001335,44,Female,0,0,0,47,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,No,No,No,1,Credit Card,70.53,3330.33,73.67,3,1,4.3,1
CUST001336,37,Female,0,0,0,62,Month-to-Month,1,Yes,DSL,No,No,Yes,No,Yes,Yes,1,Electronic Check,71.85,4423.77,40.32,2,1,3.2,1
CUST001337,33,Female,0,1,1,6,Month-to-Month,1,Yes,DSL,No,No,No,Yes,Yes,No,0,Electronic Check,60.99,362.62,28.48,3,0,3.9,1
CUST001338,37,Male,0,1,1,30,One Year,1,Yes,Fiber Optic,No,No,No,No,Yes,No,0,Mailed Check,86.18,2580.09,20.65,0,0,3.2,0
CUST001339,36,Female,0,0,0,4,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,26.04,133.93,0.0,1,1,2.3,0
CUST001340,44,Male,0,0,0,33,Month-to-Month,1,Yes,DSL,Yes,No,No,Yes,No,No,1,Electronic Check,65.98,2152.65,13.61,1,2,2.9,0
CUST001341,44,Female,0,0,0,49,Month-to-Month,0,No Phone,Fiber Optic,No,Yes,No,Yes,No,Yes,1,Credit Card,63.98,3138.8,14.0,1,0,2.3,0
CUST001342,42,Male,0,1,1,10,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Mailed Check,36.94,387.76,0.0,1,1,2.6,1
CUST001343,48,Female,0,1,0,5,One Year,1,No,DSL,No,No,No,Yes,No,No,0,Credit Card,53.29,261.83,11.09,2,2,3.1,0
CUST001344,58,Female,0,1,1,8,Month-to-Month,1,No,DSL,No,No,No,No,No,No,0,Bank Transfer,41.29,355.7,15.74,3,1,1.9,1
CUST001345,55,Female,0,1,0,49,Two Year,1,No,Fiber Optic,No,Yes,Yes,No,No,No,0,Bank Transfer,65.86,3224.26,27.6,0,0,2.5,0
CUST001346,21,Female,0,0,0,23,Month-to-Month,1,No,Fiber Optic,No,No,Yes,Yes,Yes,No,1,Electronic Check,75.16,1705.13,4.23,2,1,2.2,0
CUST001347,18,Female,0,1,1,23,Two Year,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,1,Credit Card,90.86,2096.2,23.19,0,0,2.8,0
CUST001348,55,Female,0,0,0,25,Month-to-Month,1,No,Fiber Optic,No,Yes,Yes,No,No,Yes,1,Bank Transfer,75.26,1895.47,57.35,2,0,2.3,1
CUST001349,22,Female,0,1,1,20,Two Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Bank Transfer,31.77,609.45,0.0,1,2,4.1,0
CUST001350,38,Female,0,0,0,59,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,35.48,2071.92,0.0,1,0,3.7,0
CUST001351,25,Male,0,0,0,21,Month-to-Month,1,Yes,DSL,Yes,No,No,No,Yes,No,0,Mailed Check,63.86,1336.24,11.07,0,2,3.5,0
CUST001352,18,Male,0,0,0,27,One Year,1,Yes,Fiber Optic,No,No,No,No,No,Yes,0,Bank Transfer,85.15,2267.76,24.72,1,0,2.8,0
CUST001353,49,Female,0,0,0,72,Month-to-Month,1,No,DSL,Yes,No,No,No,No,Yes,1,Electronic Check,69.3,4989.599999999999,4.46,1,3,2.5,0
CUST001354,52,Male,0,1,0,18,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,No,No,No,1,Mailed Check,75.84,1353.14,9.18,1,1,3.6,0
CUST001355,33,Female,0,1,1,6,One Year,1,No,Fiber Optic,No,No,No,No,Yes,No,0,Mailed Check,79.99,485.58,3.42,1,1,3.5,0
CUST001356,18,Male,0,1,0,24,Month-to-Month,1,Yes,DSL,No,No,No,No,Yes,No,0,Mailed Check,50.84,1219.09,5.52,0,0,3.7,0
CUST001357,34,Female,0,1,0,36,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,27.86,999.51,0.0,4,2,2.2,1
CUST001358,47,Male,0,0,0,4,One Year,0,No Phone,Fiber Optic,Yes,No,No,No,No,Yes,1,Bank Transfer,83.28,325.98,24.63,2,3,3.2,1
CUST001359,21,Male,0,1,0,5,Month-to-Month,1,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,0,Credit Card,92.67,435.19,25.4,2,4,4.1,0
CUST001360,44,Female,0,1,0,1,Two Year,1,No,Fiber Optic,Yes,No,No,No,No,Yes,1,Electronic Check,88.0,109.6,12.48,2,0,3.2,1
CUST001361,41,Male,0,1,1,40,One Year,1,No,DSL,Yes,No,No,No,No,Yes,0,Electronic Check,58.96,2379.41,7.21,2,1,4.4,0
CUST001362,50,Female,0,0,0,6,Month-to-Month,1,No,Fiber Optic,No,No,Yes,Yes,Yes,No,1,Credit Card,85.06,529.59,13.99,2,1,2.1,1
CUST001363,43,Female,0,0,0,69,Month-to-Month,1,Yes,DSL,No,No,No,Yes,No,Yes,0,Electronic Check,72.26,4988.7,21.08,0,1,3.0,1
CUST001364,28,Male,0,0,0,21,Two Year,1,No,DSL,Yes,No,No,No,Yes,No,1,Bank Transfer,57.71,1230.62,22.96,0,1,3.8,0
CUST001365,58,Female,0,1,0,72,One Year,1,No,Fiber Optic,No,Yes,No,No,Yes,No,1,Bank Transfer,85.42,6120.47,28.5,1,0,4.1,0
CUST001366,39,Male,0,1,0,14,Month-to-Month,1,Yes,DSL,Yes,No,No,No,No,Yes,0,Bank Transfer,68.66,956.57,4.9,1,2,1.1,1
CUST001367,41,Male,0,0,1,72,Month-to-Month,1,No,Fiber Optic,Yes,No,No,Yes,No,No,0,Mailed Check,78.48,5636.02,21.44,2,2,3.0,0
CUST001368,28,Male,0,1,1,72,Month-to-Month,1,No,Fiber Optic,No,No,No,No,No,No,1,Bank Transfer,65.56,4693.99,30.69,1,2,3.5,0
CUST001369,35,Male,0,0,0,4,One Year,1,No,DSL,Yes,No,No,No,No,Yes,1,Bank Transfer,60.6,256.64,2.78,1,1,3.6,0
CUST001370,29,Male,0,0,1,4,Month-to-Month,1,No,DSL,No,No,Yes,Yes,No,Yes,1,Bank Transfer,62.26,207.42,54.16,1,2,4.1,0
CUST001371,39,Male,0,1,0,16,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,Yes,No,No,1,Credit Card,72.63,1150.79,17.39,1,1,1.9,0
CUST001372,65,Female,1,0,0,16,Two Year,1,No,Fiber Optic,No,No,Yes,No,Yes,Yes,1,Electronic Check,96.52,1546.37,40.52,0,0,3.6,0
CUST001373,22,Male,0,0,0,31,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,35.61,1084.87,0.0,1,0,3.3,0
CUST001374,19,Male,0,1,1,3,Month-to-Month,1,Yes,DSL,No,No,No,Yes,No,No,0,Mailed Check,70.88,228.91,12.92,2,1,2.9,1
CUST001375,62,Male,1,1,1,42,Month-to-Month,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,20.38,,0.0,0,0,2.5,0
CUST001376,39,Female,0,1,1,7,Month-to-Month,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,1,Electronic Check,72.01,498.7,50.97,0,1,3.5,0
CUST001377,32,Female,0,0,0,4,One Year,1,No,Fiber Optic,No,No,No,No,No,Yes,1,Credit Card,93.25,372.93,51.08,1,0,4.4,0
CUST001378,56,Female,0,0,0,47,Month-to-Month,1,Yes,DSL,Yes,No,Yes,No,Yes,No,1,Bank Transfer,77.33,3664.16,39.3,2,0,5.0,0
CUST001379,33,Male,0,0,1,2,Month-to-Month,1,Yes,Fiber Optic,No,No,Yes,No,Yes,No,0,Mailed Check,104.15,246.88,25.42,1,0,4.2,1
CUST001380,67,Male,1,1,0,37,Month-to-Month,1,Yes,Fiber Optic,No,No,Yes,No,No,No,1,Mailed Check,81.8,3019.82,42.17,0,0,1.8,0
CUST001381,51,Male,0,0,1,3,Month-to-Month,1,No,DSL,Yes,No,No,Yes,No,Yes,0,Bank Transfer,66.91,176.86,18.93,1,1,3.8,0
CUST001382,35,Female,0,0,0,40,Month-to-Month,1,Yes,DSL,No,Yes,No,Yes,No,No,0,Electronic Check,74.97,2984.58,63.73,2,0,3.1,0
CUST001383,72,Female,1,0,0,46,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,32.83,1514.2,0.0,2,2,3.8,1
CUST001384,33,Female,0,1,0,26,Month-to-Month,0,No Phone,DSL,Yes,No,Yes,No,No,No,1,Credit Card,46.82,1226.53,25.0,3,1,1.6,1
CUST001385,52,Male,0,0,0,13,Month-to-Month,1,Yes,DSL,No,No,Yes,No,Yes,No,1,Credit Card,64.25,808.41,20.17,0,2,4.8,1
CUST001386,46,Male,0,0,0,8,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,29.28,222.56,0.0,3,0,5.0,0
CUST001387,60,Female,1,0,0,49,Month-to-Month,1,No,DSL,No,No,No,No,Yes,Yes,0,Electronic Check,53.7,2622.02,60.72,0,1,3.2,0
CUST001388,63,Male,1,0,1,3,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,34.14,107.55,0.0,1,0,3.6,0
CUST001389,42,Female,0,0,0,72,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,33.14,2380.66,0.0,0,3,3.2,0
CUST001390,31,Female,0,0,0,45,Month-to-Month,1,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,1,Electronic Check,104.35,4685.52,4.9,1,2,3.0,0
CUST001391,48,Female,0,1,0,35,One Year,0,No Phone,DSL,No,No,Yes,No,No,Yes,1,Bank Transfer,48.33,1695.16,47.64,0,0,3.5,0
CUST001392,32,Male,0,0,0,72,Two Year,1,No,DSL,No,No,No,Yes,No,No,1,Bank Transfer,46.27,3331.44,17.05,2,0,3.9,0
CUST001393,70,Female,1,0,0,35,Month-to-Month,1,Yes,DSL,No,No,Yes,Yes,No,No,1,Electronic Check,57.23,1986.64,6.26,0,0,3.1,0
CUST001394,43,Female,0,0,0,3,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,26.44,60.31,0.0,2,2,3.7,0
CUST001395,36,Male,0,1,0,11,Month-to-Month,1,No,Fiber Optic,No,No,Yes,No,No,No,1,Bank Transfer,77.49,845.55,28.95,1,0,4.6,1
CUST001396,44,Male,0,0,0,26,Two Year,0,No Phone,DSL,No,Yes,No,Yes,Yes,Yes,1,Mailed Check,59.82,1548.59,40.55,1,0,4.2,0
CUST001397,23,Female,0,1,1,25,One Year,0,No Phone,Fiber Optic,No,No,No,Yes,No,Yes,1,Electronic Check,54.94,1345.67,14.93,2,3,3.4,0
CUST001398,28,Male,0,1,1,1,Month-to-Month,1,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,1,Electronic Check,94.0,100.37,0.5,1,0,2.4,1
CUST001399,58,Male,0,0,0,9,Month-to-Month,0,No Phone,DSL,No,No,No,No,No,No,0,Credit Card,37.15,336.7,32.74,0,1,3.1,1
CUST001400,32,Male,0,0,1,39,Two Year,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,0,Electronic Check,76.98,2993.5,5.6,0,0,2.9,0
CUST001401,27,Male,0,1,0,32,Month-to-Month,0,No Phone,DSL,Yes,No,No,Yes,Yes,No,1,Credit Card,48.17,1559.74,27.01,3,0,3.3,0
CUST001402,49,Female,0,1,1,68,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,No,No,Yes,0,Credit Card,85.08,5856.2,1.24,3,1,2.7,1
CUST001403,58,Male,0,1,0,72,Month-to-Month,1,No,DSL,Yes,Yes,No,No,No,Yes,0,Mailed Check,69.92,5031.07,27.12,2,1,3.3,0
CUST001404,52,Female,0,1,0,61,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,38.67,2357.4,0.0,1,0,4.1,0
CUST001405,55,Male,0,0,0,24,Month-to-Month,0,No Phone,DSL,Yes,No,No,No,No,No,0,Bank Transfer,45.48,1089.73,32.2,0,1,2.7,0
CUST001406,31,Male,0,1,0,23,One Year,1,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,0,Credit Card,89.83,2089.23,3.62,1,1,2.9,0
CUST001407,22,Female,0,0,0,13,Two Year,1,No,DSL,Yes,No,Yes,Yes,Yes,No,1,Bank Transfer,73.28,940.9,72.67,1,1,3.2,0
CUST001408,63,Male,1,1,1,68,Month-to-Month,1,No,Fiber Optic,No,No,Yes,No,Yes,Yes,1,Electronic Check,99.35,6754.5,11.62,1,1,3.1,0
CUST001409,37,Male,0,1,1,53,One Year,0,No Phone,DSL,Yes,No,No,No,Yes,No,1,Credit Card,46.19,2454.72,76.0,0,0,3.0,0
CUST001410,38,Female,0,0,0,45,One Year,1,No,DSL,No,No,No,No,No,No,1,Bank Transfer,40.31,1797.75,14.94,2,0,2.9,0
CUST001411,60,Female,1,0,1,45,Month-to-Month,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,18.0,831.88,0.0,2,0,2.8,0
CUST001412,49,Female,0,0,0,56,Month-to-Month,1,No,Fiber Optic,No,Yes,No,Yes,No,Yes,0,Mailed Check,81.14,4545.64,6.43,0,1,3.2,0
CUST001413,48,Male,0,0,1,72,One Year,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,1,Electronic Check,69.58,5009.76,33.42,1,2,2.8,0
CUST001414,72,Male,1,1,0,51,Month-to-Month,1,No,DSL,No,No,No,No,Yes,No,1,Credit Card,53.03,2684.01,17.86,2,2,4.8,0
CUST001415,32,Male,0,1,1,50,Month-to-Month,1,No,Fiber Optic,No,Yes,Yes,No,No,Yes,0,Electronic Check,94.07,4687.18,18.44,1,1,2.6,1
CUST001416,54,Female,0,1,1,32,Month-to-Month,1,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,1,Electronic Check,105.36,3394.59,42.78,3,3,1.8,1
CUST001417,42,Male,0,0,0,18,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,37.27,650.93,0.0,0,2,2.9,0
CUST001418,45,Female,0,0,0,24,Month-to-Month,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,1,Electronic Check,99.56,2374.48,25.85,0,0,1.5,1
CUST001419,63,Female,1,0,0,22,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,30.35,690.82,0.0,1,0,2.4,1
CUST001420,49,Female,0,0,1,52,Month-to-Month,1,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,1,Credit Card,90.8,4736.76,7.83,0,0,2.2,0
CUST001421,49,Female,0,1,0,9,Month-to-Month,1,Yes,DSL,No,Yes,No,No,Yes,No,1,Electronic Check,68.47,617.38,1.1,2,2,3.4,1
CUST001422,57,Female,0,1,0,13,Month-to-Month,0,No Phone,Fiber Optic,Yes,No,No,No,Yes,Yes,1,Electronic Check,85.14,1116.7,8.24,1,2,3.4,0
CUST001423,36,Male,0,0,0,24,Two Year,1,No,Fiber Optic,No,Yes,No,No,No,No,1,Bank Transfer,65.25,1533.89,0.51,0,0,4.7,1
CUST001424,30,Female,0,1,0,72,Two Year,0,No Phone,DSL,No,No,No,Yes,Yes,No,1,Electronic Check,45.21,3255.12,1.98,1,2,4.7,0
CUST001425,27,Female,0,0,0,20,Month-to-Month,0,No Phone,DSL,No,Yes,No,No,Yes,Yes,1,Credit Card,64.86,1286.46,61.05,1,0,2.2,1
CUST001426,18,Female,0,0,0,4,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,33.47,142.35,0.0,0,0,4.1,0
CUST001427,70,Female,1,0,0,33,Month-to-Month,1,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,1,Credit Card,99.14,3251.34,0.87,2,2,2.6,1
CUST001428,26,Male,0,1,1,28,Two Year,0,No Phone,DSL,No,No,No,Yes,Yes,No,0,Mailed Check,55.19,1539.66,21.43,0,1,4.9,0
CUST001429,38,Male,0,1,0,56,Month-to-Month,1,Yes,DSL,Yes,No,No,No,No,No,1,Electronic Check,49.23,2774.68,1.99,1,0,4.2,0
CUST001430,38,Male,0,0,0,57,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,34.43,1940.42,0.0,0,0,4.0,0
CUST001431,46,Female,0,1,1,8,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,1,Bank Transfer,81.22,685.36,24.9,3,3,1.7,1
CUST001432,53,Male,0,1,0,1,Month-to-Month,1,No,Fiber Optic,No,No,Yes,No,No,Yes,1,Electronic Check,87.42,87.42,93.1,3,0,2.7,1
CUST001433,54,Male,0,0,1,46,Month-to-Month,1,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,1,Bank Transfer,96.88,4445.41,36.01,0,2,3.7,0
CUST001434,33,Female,0,1,1,31,Month-to-Month,1,No,Fiber Optic,No,No,No,Yes,No,No,0,Electronic Check,87.16,2718.21,53.39,2,1,2.7,0
CUST001435,39,Female,0,1,1,4,One Year,1,Yes,Fiber Optic,No,No,Yes,No,No,No,1,Electronic Check,75.37,277.98,36.58,1,1,2.7,0
CUST001436,45,Female,0,0,0,72,One Year,1,No,DSL,No,Yes,Yes,No,Yes,Yes,1,Electronic Check,64.39,4597.25,5.7,1,2,4.5,1
CUST001437,38,Female,0,1,0,72,Month-to-Month,0,No Phone,Fiber Optic,No,No,No,No,No,No,1,Credit Card,61.99,4452.1,5.32,0,3,4.2,0
CUST001438,64,Female,1,0,0,38,Month-to-Month,1,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,1,Bank Transfer,80.48,3099.71,0.5,1,0,3.4,0
CUST001439,48,Male,0,1,1,1,Month-to-Month,1,Yes,DSL,No,Yes,No,No,No,No,1,Bank Transfer,61.97,77.12,16.16,1,0,3.3,0
CUST001440,52,Male,0,1,1,7,Two Year,1,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,1,Mailed Check,78.79,547.36,37.65,1,2,3.6,0
CUST001441,51,Male,0,0,1,11,Two Year,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,0,Credit Card,102.28,1103.94,16.88,2,0,5.0,1
CUST001442,58,Male,0,0,0,1,One Year,1,No,Fiber Optic,No,No,Yes,Yes,No,No,1,Credit Card,75.32,75.32,8.99,1,0,5.0,0
CUST001443,44,Male,0,0,0,52,Month-to-Month,1,Yes,Fiber Optic,No,No,No,No,Yes,No,1,Credit Card,88.35,4599.62,1.47,4,1,3.0,1
CUST001444,23,Female,0,0,0,2,Two Year,1,No,Fiber Optic,No,Yes,No,No,No,No,1,Bank Transfer,75.33,182.58,47.75,0,2,3.7,1
CUST001445,47,Male,0,0,0,6,One Year,1,No,Fiber Optic,Yes,No,No,No,Yes,Yes,0,Bank Transfer,101.19,587.57,2.3,0,1,,0
CUST001446,32,Male,0,1,1,11,Month-to-Month,1,Yes,DSL,No,Yes,No,Yes,Yes,No,1,Electronic Check,79.67,847.62,79.31,2,0,2.3,1
CUST001447,34,Male,0,0,0,12,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,31.02,360.68,0.0,2,0,4.6,0
CUST001448,50,Male,0,0,0,9,One Year,0,No Phone,Fiber Optic,No,Yes,Yes,No,No,No,0,Electronic Check,69.67,619.13,12.59,0,0,5.0,0
CUST001449,59,Male,0,1,0,72,One Year,1,Yes,Fiber Optic,No,No,No,No,Yes,Yes,1,Bank Transfer,89.22,6423.84,1.62,2,0,3.8,0
CUST001450,42,Female,0,1,1,72,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,No,No,Yes,0,Mailed Check,90.9,6544.8,45.09,1,0,5.0,0
CUST001451,46,Female,0,0,0,29,Month-to-Month,0,No Phone,DSL,No,No,No,No,Yes,Yes,0,Mailed Check,51.22,1483.81,13.84,3,1,2.5,1
