age,gender,senior_citizen,has_partner,has_dependents,tenure_months,contract_type,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,monthly_charges,total_charges,data_usage_gb,num_tech_tickets,num_admin_tickets,satisfaction_score,num_services,avg_monthly_spend,charge_per_service,is_high_value,tenure_group,ticket_total,has_any_ticket,charge_x_tenure,low_satisfaction
69,Female,1,0,1,3,One Year,1,No,DSL,No,Yes,No,Yes,No,No,1,Credit Card,59.08,146.12,3.31,1,3,4.1,3,48.70666666666667,19.69333333333333,59.08,0-12 mo,4,1,177.24,0
45,Female,0,0,0,11,Month-to-Month,1,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,1,Mailed Check,87.68,979.43,12.18,0,1,4.1,4,89.0390909090909,21.92,87.68,0-12 mo,1,1,964.48,0
38,Female,0,0,0,38,Month-to-Month,1,No,Fiber Optic,No,No,No,No,Yes,No,1,Electronic Check,69.4,2665.2,8.94,1,1,3.2,2,70.13684210526316,34.7,69.4,25-48 mo,2,1,2637.2000000000003,0
68,Female,1,0,0,62,Month-to-Month,1,No,DSL,Yes,No,No,No,Yes,Yes,1,Credit Card,59.08,3619.78,28.21,1,2,2.3,4,58.38354838709678,14.77,59.08,49+ mo,3,1,3662.96,1
31,Female,0,0,0,32,One Year,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Bank Transfer,20.1,617.32,0.0,1,1,3.7,0,19.29125,,20.1,25-48 mo,2,1,643.2,0
32,Male,0,1,1,18,Month-to-Month,0,No Phone,DSL,No,Yes,No,No,Yes,Yes,1,Mailed Check,50.53,908.68,10.95,4,0,5.0,3,50.48222222222222,16.843333333333334,50.53,13-24 mo,4,1,909.54,0
40,Female,0,1,1,7,Month-to-Month,0,No Phone,Fiber Optic,No,Yes,No,No,No,Yes,1,Electronic Check,76.47,554.0,5.62,0,2,4.1,2,79.14285714285714,38.235,76.47,0-12 mo,2,1,535.29,0
19,Male,0,1,1,1,One Year,1,Yes,DSL,Yes,No,Yes,No,No,Yes,0,Mailed Check,69.79,78.76,1.1,2,0,2.2,4,78.76,17.4475,69.79,0-12 mo,2,1,69.79,1
58,Male,0,1,0,44,One Year,1,Yes,DSL,No,No,Yes,No,No,No,0,Credit Card,55.14,2406.3,23.51,0,2,3.4,2,54.68863636363637,27.57,55.14,25-48 mo,2,1,2426.16,0
51,Female,0,0,0,42,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,24.08,1024.7,0.0,0,1,5.0,1,24.39761904761905,24.08,24.08,25-48 mo,1,1,1011.3599999999999,0
30,Female,0,0,0,23,Month-to-Month,1,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,1,Bank Transfer,99.69,2292.03,27.29,2,3,4.2,4,99.65347826086958,24.9225,99.69,13-24 mo,5,1,2292.87,0
59,Female,0,0,0,4,Two Year,0,No Phone,Fiber Optic,Yes,No,No,No,No,No,1,Electronic Check,70.58,265.96,6.6,2,2,2.0,1,66.49,70.58,70.58,0-12 mo,4,1,282.32,1
28,Female,0,0,0,45,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,31.16,1405.55,0.0,2,1,5.0,1,31.234444444444442,31.16,31.16,25-48 mo,3,1,1402.2,0
21,Female,0,1,0,9,Two Year,1,Yes,DSL,No,Yes,No,Yes,Yes,No,1,Electronic Check,68.2,609.4,25.96,0,1,4.2,4,67.71111111111111,17.05,68.2,0-12 mo,1,1,613.8000000000001,0
34,Female,0,0,0,24,Month-to-Month,0,No Phone,Fiber Optic,No,No,No,Yes,Yes,Yes,0,Electronic Check,86.87,2091.8,28.27,2,1,3.8,3,87.15833333333335,28.956666666666667,86.87,13-24 mo,3,1,2084.88,0
24,Male,0,1,1,15,Month-to-Month,1,No,Fiber Optic,No,No,Yes,No,No,Yes,0,Mailed Check,86.35,1316.13,26.82,1,0,4.5,3,87.742,28.78333333333333,86.35,13-24 mo,1,1,1295.25,0
48,Female,0,0,0,9,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Bank Transfer,39.35,368.6,0.0,2,0,,1,40.955555555555556,39.35,39.35,0-12 mo,2,1,354.15000000000003,0
49,Male,0,1,1,14,One Year,1,Yes,Fiber Optic,No,Yes,No,Yes,No,No,0,Electronic Check,83.9,1187.98,64.01,2,0,3.4,3,84.85571428571428,27.96666666666667,83.9,13-24 mo,2,1,1174.6000000000001,0
57,Male,0,0,0,19,Two Year,1,Yes,Fiber Optic,No,No,No,No,No,Yes,1,Bank Transfer,85.04,1612.33,35.29,1,0,4.1,2,84.85947368421053,42.52,85.04,13-24 mo,1,1,1615.7600000000002,0
46,Female,0,0,1,30,Two Year,1,Yes,Fiber Optic,No,Yes,No,No,No,Yes,0,Bank Transfer,94.18,2836.4,3.06,2,0,4.8,3,94.54666666666667,31.393333333333334,94.18,25-48 mo,2,1,2825.4,0
33,Male,0,0,0,72,Two Year,1,No,DSL,No,No,No,No,No,Yes,1,Electronic Check,62.83,4523.76,9.23,1,2,4.1,2,62.830000000000005,31.415,62.83,49+ mo,3,1,4523.76,0
37,Female,0,0,0,26,One Year,1,Yes,Fiber Optic,No,No,Yes,No,No,No,1,Bank Transfer,83.94,2195.2,31.3,1,0,4.1,2,84.43076923076923,41.97,83.94,25-48 mo,1,1,2182.44,0
60,Female,1,1,0,2,Month-to-Month,1,No,DSL,Yes,Yes,Yes,No,No,No,1,Electronic Check,52.36,111.41,14.7,0,0,4.5,4,55.705,13.09,52.36,0-12 mo,0,0,104.72,0
40,Female,0,0,0,46,Month-to-Month,0,No Phone,Fiber Optic,No,Yes,Yes,No,No,Yes,1,Mailed Check,83.0,3823.22,32.13,1,0,4.1,3,83.11347826086956,27.666666666666668,83.0,25-48 mo,1,1,3818.0,0
52,Male,0,0,0,3,Month-to-Month,1,Yes,Fiber Optic,No,No,No,No,Yes,Yes,0,Mailed Check,93.47,252.36,13.0,1,1,2.4,3,84.12,31.156666666666666,93.47,0-12 mo,2,1,280.40999999999997,1
51,Female,0,0,0,34,Two Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,42.75,1485.37,0.0,1,1,2.3,1,43.68735294117647,42.75,42.75,25-48 mo,2,1,1453.5,1
52,Male,0,0,0,35,Two Year,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,1,Electronic Check,87.1,3079.13,22.23,2,1,5.0,4,87.97514285714286,21.775,87.1,25-48 mo,3,1,3048.5,0
49,Male,0,0,0,27,Month-to-Month,0,No Phone,Fiber Optic,Yes,No,Yes,No,Yes,Yes,0,Electronic Check,85.98,2323.03,9.0,1,0,2.2,4,86.03814814814815,21.495,85.98,25-48 mo,1,1,2321.46,1
29,Male,0,0,0,14,Month-to-Month,1,No,DSL,Yes,No,No,No,No,No,0,Bank Transfer,48.76,721.85,1.55,1,2,4.6,2,51.56071428571429,24.38,48.76,13-24 mo,3,1,682.64,0
42,Female,0,1,0,32,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,No,No,No,1,Mailed Check,73.14,2333.36,9.68,1,0,3.9,2,72.9175,36.57,73.14,25-48 mo,1,1,2340.48,0
55,Female,0,0,0,6,Month-to-Month,1,No,DSL,No,No,No,No,No,No,0,Credit Card,38.12,215.67,5.3,1,1,2.7,1,35.945,38.12,38.12,0-12 mo,2,1,228.71999999999997,1
27,Female,0,1,0,72,Two Year,1,No,Fiber Optic,Yes,Yes,No,No,Yes,No,1,Bank Transfer,90.61,6523.92,14.0,1,2,3.9,4,90.61,22.6525,90.61,49+ mo,3,1,6523.92,0
18,Female,0,0,1,30,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,28.85,866.92,0.0,1,1,2.0,1,28.897333333333332,28.85,28.85,25-48 mo,2,1,865.5,1
32,Female,0,1,1,31,Month-to-Month,0,No Phone,Fiber Optic,No,No,Yes,No,No,No,1,Credit Card,66.48,2032.93,73.32,1,0,1.5,1,65.5783870967742,66.48,66.48,25-48 mo,1,1,2060.88,1
58,Female,0,1,0,22,One Year,1,No,DSL,No,No,No,No,No,Yes,1,Electronic Check,49.21,1067.93,37.99,2,0,3.5,2,48.54227272727273,24.605,49.21,13-24 mo,2,1,1082.6200000000001,0
55,Male,0,0,0,1,One Year,1,No,DSL,No,No,No,Yes,Yes,No,1,Bank Transfer,64.39,64.39,14.73,0,0,3.9,3,64.39,21.463333333333335,64.39,0-12 mo,0,0,64.39,0
60,Female,1,1,1,7,One Year,1,Yes,Fiber Optic,Yes,No,No,No,No,Yes,1,Mailed Check,95.67,704.19,50.12,2,1,3.0,3,100.59857142857143,31.89,95.67,0-12 mo,3,1,669.69,0
64,Male,1,0,0,6,One Year,1,No,Fiber Optic,No,No,Yes,No,Yes,No,1,Bank Transfer,77.39,439.05,103.61,0,2,2.3,3,73.175,25.796666666666667,77.39,0-12 mo,2,1,464.34000000000003,1
37,Male,0,0,1,1,One Year,1,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,1,Mailed Check,101.29,101.29,12.68,3,0,4.0,5,101.29,20.258000000000003,101.29,0-12 mo,3,1,101.29,0
19,Female,0,1,1,30,Two Year,1,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,1,Credit Card,95.75,2880.11,75.3,1,3,4.7,5,96.00366666666667,19.15,95.75,25-48 mo,4,1,2872.5,0
51,Female,0,1,1,1,Two Year,1,No,Fiber Optic,No,No,No,No,No,No,1,Mailed Check,63.02,69.85,0.63,1,0,4.5,1,69.85,63.02,63.02,0-12 mo,1,1,63.02,0
18,Male,0,1,0,13,Month-to-Month,1,No,Fiber Optic,No,Yes,No,No,No,No,1,Electronic Check,64.81,882.84,18.64,3,0,3.7,2,67.91076923076923,32.405,64.81,13-24 mo,3,1,842.53,0
29,Female,0,0,0,23,Two Year,1,Yes,DSL,No,No,No,No,No,Yes,0,Credit Card,66.66,1514.76,13.38,1,2,5.0,2,65.85913043478261,33.33,66.66,13-24 mo,3,1,1533.1799999999998,0
39,Female,0,1,0,13,Month-to-Month,1,Yes,DSL,Yes,No,No,Yes,No,Yes,1,Electronic Check,69.81,922.73,8.81,2,0,1.0,4,70.97923076923077,17.4525,69.81,13-24 mo,2,1,907.53,1
18,Male,0,1,1,22,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,25.19,515.55,0.0,1,0,3.6,1,23.43409090909091,25.19,25.19,13-24 mo,1,1,554.1800000000001,0
50,Female,0,0,0,23,Month-to-Month,1,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,1,Electronic Check,90.21,2082.4,24.0,1,1,3.0,5,90.5391304347826,18.041999999999998,90.21,13-24 mo,2,1,2074.83,0
37,Male,0,0,0,27,Month-to-Month,1,No,DSL,No,No,No,No,Yes,No,0,Electronic Check,49.24,1335.44,15.92,0,1,5.0,2,49.46074074074074,24.62,49.24,25-48 mo,1,1,1329.48,0
54,Male,0,1,0,38,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,30.38,1143.13,0.0,0,0,3.4,1,30.082368421052635,30.38,30.38,25-48 mo,0,0,1154.44,0
42,Male,0,1,0,1,Month-to-Month,1,No,DSL,No,No,No,Yes,Yes,Yes,0,Mailed Check,66.53,104.27,1.07,3,1,1.0,4,104.27,16.6325,66.53,0-12 mo,4,1,66.53,1
18,Male,0,0,0,11,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,32.89,367.75,0.0,1,0,3.0,1,33.43181818181818,32.89,32.89,0-12 mo,1,1,361.79,0
40,Female,0,0,0,3,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,32.53,94.59,0.0,2,4,4.1,1,31.53,32.53,32.53,0-12 mo,6,1,97.59,0
45,Female,0,1,0,9,Month-to-Month,1,Yes,DSL,No,No,No,Yes,No,Yes,1,Bank Transfer,65.3,600.01,5.24,1,0,2.4,3,66.66777777777777,21.766666666666666,65.3,0-12 mo,1,1,587.6999999999999,1
49,Female,0,1,1,17,Two Year,1,Yes,Fiber Optic,No,No,No,No,No,Yes,0,Mailed Check,81.0,1383.69,1.48,1,1,5.0,2,81.3935294117647,40.5,81.0,13-24 mo,2,1,1377.0,0
36,Male,0,1,1,38,Month-to-Month,1,No,Fiber Optic,No,Yes,No,Yes,No,No,1,Electronic Check,84.35,3223.73,4.13,1,0,4.3,3,84.835,28.116666666666664,84.35,25-48 mo,1,1,3205.2999999999997,0
42,Female,0,1,1,72,Two Year,1,No,Fiber Optic,No,Yes,No,No,No,No,1,Credit Card,91.12,6560.64,2.42,3,1,3.6,2,91.12,45.56,91.12,49+ mo,4,1,6560.64,0
57,Male,0,1,1,3,Month-to-Month,1,No,Fiber Optic,No,Yes,Yes,No,No,Yes,0,Mailed Check,87.21,249.71,49.63,3,0,2.2,4,83.23666666666666,21.8025,87.21,0-12 mo,3,1,261.63,1
74,Female,1,0,1,23,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,0,Credit Card,83.73,1921.65,10.73,2,1,2.6,4,83.55,20.9325,83.73,13-24 mo,3,1,1925.7900000000002,1
52,Female,0,1,0,32,Two Year,1,No,Fiber Optic,Yes,No,No,No,No,No,0,Bank Transfer,68.87,2250.2,1.88,1,2,4.3,2,70.31875,34.435,68.87,25-48 mo,3,1,2203.84,0
34,Male,0,0,1,25,Two Year,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,1,Bank Transfer,87.41,2226.5,3.77,2,3,4.2,3,89.06,29.136666666666667,87.41,25-48 mo,5,1,2185.25,0
26,Female,0,1,0,1,One Year,1,Yes,DSL,No,No,Yes,No,Yes,Yes,1,Mailed Check,78.25,78.25,2.72,1,0,5.0,4,78.25,19.5625,78.25,0-12 mo,1,1,78.25,0
45,Female,0,1,0,19,Month-to-Month,1,No,DSL,Yes,No,No,No,No,No,0,Mailed Check,49.83,953.57,101.56,2,0,2.1,2,50.18789473684211,24.915,49.83,13-24 mo,2,1,946.77,1
58,Male,0,1,0,4,One Year,1,Yes,DSL,No,No,Yes,Yes,No,No,0,Electronic Check,65.54,258.84,16.71,1,1,2.9,3,64.71,21.846666666666668,65.54,0-12 mo,2,1,262.16,1
51,Male,0,1,0,20,Two Year,1,No,Fiber Optic,No,Yes,No,Yes,No,No,1,Credit Card,78.18,1559.93,24.79,1,0,5.0,3,77.9965,26.060000000000002,78.18,13-24 mo,1,1,1563.6000000000001,0
33,Male,0,0,0,18,Month-to-Month,1,Yes,DSL,Yes,No,No,Yes,No,No,0,Mailed Check,57.24,1017.01,66.87,1,0,2.8,3,56.50055555555556,19.080000000000002,57.24,13-24 mo,1,1,1030.32,1
76,Female,1,0,0,72,Month-to-Month,1,Yes,DSL,No,No,Yes,No,No,Yes,1,Electronic Check,59.04,4250.88,49.99,0,1,3.5,3,59.04,19.68,59.04,49+ mo,1,1,4250.88,0
45,Female,0,1,1,49,Month-to-Month,0,No Phone,DSL,Yes,No,Yes,Yes,No,No,0,Electronic Check,48.56,2375.87,23.43,0,1,2.8,3,48.48714285714286,16.186666666666667,48.56,49+ mo,1,1,2379.44,1
41,Female,0,0,0,40,Two Year,1,Yes,DSL,No,No,No,No,Yes,No,0,Bank Transfer,59.53,2430.27,4.57,1,1,4.5,2,60.75675,29.765,59.53,25-48 mo,2,1,2381.2,0
40,Male,0,0,0,6,One Year,1,Yes,DSL,No,Yes,No,No,Yes,No,1,Bank Transfer,61.43,346.37,60.48,2,0,2.7,3,57.72833333333333,20.476666666666667,61.43,0-12 mo,2,1,368.58,1
49,Male,0,0,1,2,Month-to-Month,1,No,Fiber Optic,No,Yes,No,No,No,No,1,Bank Transfer,69.84,148.43,84.78,1,0,4.2,2,74.215,34.92,69.84,0-12 mo,1,1,139.68,0
27,Female,0,0,0,48,Month-to-Month,1,No,DSL,No,Yes,Yes,No,Yes,No,0,Bank Transfer,54.52,2615.5,12.63,0,0,2.5,4,54.489583333333336,13.63,54.52,25-48 mo,0,0,2616.96,1
23,Female,0,1,1,3,One Year,1,No,Fiber Optic,Yes,Yes,No,No,No,No,0,Credit Card,69.28,198.38,9.23,2,0,4.0,3,66.12666666666667,23.093333333333334,69.28,0-12 mo,2,1,207.84,0
43,Male,0,1,0,21,Month-to-Month,1,No,DSL,No,Yes,No,Yes,No,No,1,Electronic Check,63.0,1280.75,10.93,0,1,2.8,3,60.98809523809524,21.0,63.0,13-24 mo,1,1,1323.0,1
38,Male,0,0,1,36,Month-to-Month,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,0,Electronic Check,83.33,2970.56,13.17,1,1,3.7,5,82.51555555555555,16.666,83.33,25-48 mo,2,1,2999.88,0
27,Male,0,1,1,24,Month-to-Month,1,No,DSL,Yes,No,Yes,No,Yes,No,1,Electronic Check,59.92,1452.59,35.65,2,0,2.9,4,60.52458333333333,14.98,59.92,13-24 mo,2,1,1438.08,1
46,Male,0,1,0,1,Month-to-Month,1,No,DSL,No,No,No,Yes,No,No,1,Electronic Check,61.91,61.91,15.1,1,0,3.8,2,61.91,30.955,61.91,0-12 mo,1,1,61.91,0
62,Male,1,1,1,49,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,No,Yes,No,1,Credit Card,89.68,4376.3,3.91,2,0,2.2,4,89.31224489795919,22.42,89.68,49+ mo,2,1,4394.320000000001,1
40,Male,0,1,1,11,Two Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,40.79,470.78,0.0,0,0,2.7,1,42.79818181818182,40.79,40.79,0-12 mo,0,0,448.69,1
20,Male,0,0,0,13,One Year,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,1,Bank Transfer,94.4,1196.04,18.15,1,1,3.6,5,92.00307692307692,18.880000000000003,94.4,13-24 mo,2,1,1227.2,0
46,Female,0,0,0,68,Month-to-Month,1,No,Fiber Optic,Yes,No,No,No,No,Yes,1,Bank Transfer,86.08,5858.41,36.93,1,1,2.6,3,86.15308823529412,28.69333333333333,86.08,49+ mo,2,1,5853.44,1
49,Male,0,0,0,30,Month-to-Month,0,No Phone,DSL,No,No,No,No,Yes,Yes,0,Bank Transfer,46.17,1378.99,36.5,1,0,3.3,2,45.96633333333333,23.085,46.17,25-48 mo,1,1,1385.1000000000001,0
57,Female,0,1,1,71,Month-to-Month,1,No,Fiber Optic,No,No,No,No,Yes,Yes,1,Credit Card,88.13,6259.45,13.54,0,0,3.5,3,88.1612676056338,29.376666666666665,88.13,49+ mo,0,0,6257.23,0
54,Male,0,0,0,10,Month-to-Month,1,No,Fiber Optic,No,Yes,No,Yes,No,No,1,Credit Card,69.72,724.77,27.95,0,1,4.4,3,72.477,23.24,69.72,0-12 mo,1,1,697.2,0
48,Male,0,1,0,2,Month-to-Month,0,No Phone,Fiber Optic,No,No,No,Yes,No,No,1,Electronic Check,74.13,110.24,0.94,4,1,4.6,1,55.12,74.13,74.13,0-12 mo,5,1,148.26,0
18,Female,0,0,1,55,Month-to-Month,1,No,DSL,No,No,No,No,Yes,No,1,Electronic Check,63.74,3518.24,52.62,1,0,2.0,2,63.967999999999996,31.87,63.74,49+ mo,1,1,3505.7000000000003,1
36,Male,0,1,0,69,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,No,No,No,1,Electronic Check,73.51,5057.84,1.69,1,1,3.0,3,73.30202898550725,24.503333333333334,73.51,49+ mo,2,1,5072.1900000000005,0
39,Female,0,0,1,21,One Year,1,No,Fiber Optic,No,Yes,No,No,Yes,No,1,Mailed Check,75.41,1570.5,32.26,0,3,2.1,3,74.78571428571429,25.136666666666667,75.41,13-24 mo,3,1,1583.61,1
45,Male,0,0,0,54,Two Year,1,Yes,Fiber Optic,No,No,No,No,No,No,1,Credit Card,85.78,4628.08,2.47,0,0,4.5,1,85.70518518518519,85.78,85.78,49+ mo,0,0,4632.12,0
33,Female,0,1,1,14,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,No,No,No,1,Electronic Check,90.12,1287.49,38.01,1,0,3.3,2,91.96357142857143,45.06,90.12,13-24 mo,1,1,1261.68,0
53,Female,0,1,0,5,Two Year,1,No,Fiber Optic,Yes,Yes,No,No,No,No,0,Electronic Check,82.75,433.57,2.4,0,0,3.6,3,86.714,27.583333333333332,82.75,0-12 mo,0,0,413.75,0
51,Female,0,0,1,34,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Mailed Check,29.66,991.88,0.0,2,0,5.0,1,29.172941176470587,29.66,29.66,25-48 mo,2,1,1008.44,0
48,Male,0,1,1,7,Month-to-Month,1,No,Fiber Optic,No,No,No,No,No,No,1,Bank Transfer,78.12,529.42,24.73,0,1,2.9,1,75.63142857142857,78.12,78.12,0-12 mo,1,1,546.84,1
58,Female,0,1,0,5,Month-to-Month,1,Yes,DSL,Yes,No,No,No,No,No,1,Electronic Check,52.98,264.25,36.65,0,1,4.3,2,52.85,26.49,52.98,0-12 mo,1,1,264.9,0
49,Female,0,0,0,71,One Year,1,No,DSL,Yes,Yes,No,No,No,Yes,1,Mailed Check,69.57,4949.71,16.27,0,0,5.0,4,69.71422535211268,17.3925,69.57,49+ mo,0,0,4939.469999999999,0
52,Male,0,1,1,72,Month-to-Month,1,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,1,Mailed Check,96.42,6931.16,15.86,3,0,3.0,4,96.26611111111112,24.105,96.42,49+ mo,3,1,6942.24,0
43,Male,0,1,0,34,Month-to-Month,1,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,1,Bank Transfer,99.16,3380.57,12.32,1,1,2.7,6,99.42852941176471,16.526666666666667,99.16,25-48 mo,2,1,3371.44,1
45,Male,0,0,0,34,Month-to-Month,1,No,DSL,No,No,No,Yes,No,Yes,1,Bank Transfer,63.2,2153.13,40.26,2,0,3.4,3,63.32735294117647,21.066666666666666,63.2,25-48 mo,2,1,2148.8,0
48,Male,0,1,1,28,One Year,1,No,Fiber Optic,Yes,No,No,No,Yes,Yes,1,Electronic Check,86.46,2410.3,1.31,2,0,2.8,4,86.08214285714287,21.615,86.46,25-48 mo,2,1,2420.8799999999997,1
60,Female,1,0,0,69,One Year,1,Yes,DSL,No,Yes,No,No,Yes,Yes,0,Credit Card,71.47,4894.06,2.92,1,0,4.5,4,70.92840579710146,17.8675,71.47,49+ mo,1,1,4931.43,0
30,Male,0,0,0,50,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,28.22,1407.22,0.0,0,0,5.0,1,28.1444,28.22,28.22,49+ mo,0,0,1411.0,0
50,Male,0,1,0,14,Two Year,1,Yes,DSL,Yes,No,No,No,No,No,1,Credit Card,60.15,853.81,7.09,1,1,2.6,2,60.98642857142857,30.075,60.15,13-24 mo,2,1,842.1,1
43,Female,0,1,1,19,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,31.47,630.34,0.0,0,1,3.0,1,33.17578947368421,31.47,31.47,13-24 mo,1,1,597.93,0
38,Male,0,0,0,72,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Mailed Check,29.74,2106.07,0.0,2,1,4.3,1,29.250972222222224,29.74,29.74,49+ mo,3,1,2141.2799999999997,0
26,Male,0,0,0,72,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,30.76,2206.32,0.0,1,2,3.8,1,30.643333333333334,30.76,30.76,49+ mo,3,1,2214.7200000000003,0
58,Female,0,0,0,45,Month-to-Month,1,Yes,Fiber Optic,No,No,Yes,No,No,No,0,Electronic Check,95.39,4285.11,22.63,1,0,2.6,2,95.22466666666666,47.695,95.39,25-48 mo,1,1,4292.55,1
55,Male,0,0,0,20,One Year,1,Yes,DSL,No,No,No,Yes,Yes,Yes,1,Credit Card,75.65,1520.56,11.72,0,2,3.7,4,76.02799999999999,18.9125,75.65,13-24 mo,2,1,1513.0,0
18,Female,0,1,0,30,Month-to-Month,1,Yes,DSL,Yes,No,No,Yes,No,No,1,Mailed Check,68.46,2083.54,31.0,1,0,3.0,3,69.45133333333334,22.819999999999997,68.46,25-48 mo,1,1,2053.7999999999997,0
49,Male,0,0,0,11,Month-to-Month,1,Yes,Fiber Optic,Yes,No,Yes,No,No,No,1,Credit Card,74.96,789.06,11.03,2,0,2.3,3,71.73272727272727,24.986666666666665,74.96,0-12 mo,2,1,824.56,1
32,Male,0,0,0,67,Two Year,1,No,DSL,No,Yes,No,No,No,Yes,1,Bank Transfer,73.22,4919.16,1.48,1,1,3.1,3,73.42029850746269,24.406666666666666,73.22,49+ mo,2,1,4905.74,0
18,Male,0,1,1,61,Month-to-Month,1,Yes,Fiber Optic,No,No,No,No,Yes,Yes,0,Electronic Check,102.62,6299.27,39.98,0,1,3.6,3,103.26672131147542,34.20666666666667,102.62,49+ mo,1,1,6259.820000000001,0
34,Male,0,0,0,15,Month-to-Month,1,Yes,Fiber Optic,No,No,Yes,Yes,No,No,0,Electronic Check,76.31,1143.33,1.22,0,1,3.1,3,76.222,25.436666666666667,76.31,13-24 mo,1,1,1144.65,0
61,Male,1,0,1,72,Two Year,1,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,1,Mailed Check,93.84,6756.4800000000005,11.96,1,3,3.3,5,93.84,18.768,93.84,49+ mo,4,1,6756.4800000000005,0
32,Female,0,1,1,58,Two Year,1,No,Fiber Optic,No,Yes,Yes,No,No,No,1,Mailed Check,80.52,4624.86,5.87,1,1,4.9,3,79.73896551724137,26.84,80.52,49+ mo,2,1,4670.16,0
27,Male,0,1,1,50,Month-to-Month,1,Yes,Fiber Optic,No,No,No,No,No,No,1,Electronic Check,61.01,3042.91,35.36,1,1,1.8,1,60.8582,61.01,61.01,49+ mo,2,1,3050.5,1
55,Male,0,1,1,29,Month-to-Month,1,Yes,Fiber Optic,No,No,No,No,Yes,No,1,Mailed Check,78.68,2290.5,16.28,0,0,3.1,2,78.98275862068965,39.34,78.68,25-48 mo,0,0,2281.7200000000003,0
60,Female,1,1,0,26,One Year,1,Yes,DSL,No,No,Yes,No,No,Yes,0,Mailed Check,56.53,1470.53,41.67,2,0,2.3,3,56.558846153846154,18.843333333333334,56.53,25-48 mo,2,1,1469.78,1
35,Female,0,1,1,5,Month-to-Month,1,No,DSL,Yes,No,No,No,No,No,1,Bank Transfer,52.81,252.12,103.77,0,0,2.2,2,50.424,26.405,52.81,0-12 mo,0,0,264.05,1
40,Male,0,1,1,72,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,39.72,2859.84,0.0,0,1,3.4,1,39.72,39.72,39.72,49+ mo,1,1,2859.84,0
44,Male,0,0,0,13,One Year,1,No,Fiber Optic,Yes,Yes,No,No,Yes,No,0,Mailed Check,92.54,1206.98,63.42,2,0,3.3,4,92.84461538461538,23.135,92.54,13-24 mo,2,1,1203.02,0
37,Female,0,0,1,34,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Mailed Check,38.27,1292.92,0.0,1,0,,1,38.027058823529416,38.27,38.27,25-48 mo,1,1,1301.18,0
48,Male,0,1,1,31,Month-to-Month,1,Yes,Fiber Optic,No,No,No,No,No,Yes,1,Mailed Check,85.96,2676.16,58.72,1,0,4.1,2,86.32774193548387,42.98,85.96,25-48 mo,1,1,2664.7599999999998,0
